transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,province,cma_population_2021,days_since_purchase,revenue
TXN00455,2024-09-18,CUST0029,Fitness Tracker,85.98,3,WELCOME20,Hamilton,20,Ontario,785184,103,206.35
TXN00456,2024-10-04,CUST0011,Noise-Cancelling Headphones,168.31,4,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,87,605.92
TXN00457,2024-02-22,CUST0168,Portable SSD,125.51,3,WELCOME20,Toronto,20,Ontario,6202225,312,301.22
TXN00458,2024-05-14,CUST0090,Smartphone Case,25.74,1,SAVE5,Montreal,5,Quebec,4291732,230,24.45
TXN00459,2024-04-17,CUST0151,Laptop Stand,49.04,5,SAVE15,Quebec City,15,Quebec,839311,257,208.42
TXN00460,2024-11-11,CUST0036,USB-C Hub,57.6,2,WELCOME20,Toronto,20,Ontario,6202225,49,92.16
TXN00461,2024-06-28,CUST0137,Desk Lamp,38.2,5,,Edmonton,0,Alberta,1418118,185,191.0
TXN00462,2024-05-28,CUST0147,Webcam,68.65,5,SAVE15,Montreal,15,Quebec,4291732,216,291.76
TXN00463,2024-07-29,CUST0016,USB-C Hub,59.87,2,SAVE15,Vancouver,15,British Columbia,2642825,154,101.78
TXN00464,2024-03-15,CUST0083,Laptop Stand,50.35,4,SAVE5,Vancouver,5,British Columbia,2642825,290,191.33
TXN00465,2024-11-19,CUST0069,Desk Lamp,40.97,4,SAVE5,Montreal,5,Quebec,4291732,41,155.69
TXN00466,2024-07-25,CUST0132,Mechanical Keyboard,94.49,3,SAVE5,Winnipeg,5,Manitoba,834678,158,269.3
TXN00467,2024-10-24,CUST0001,Noise-Cancelling Headphones,171.79,1,SAVE15,Winnipeg,15,Manitoba,834678,67,146.02
TXN00468,2024-02-02,CUST0137,Noise-Cancelling Headphones,156.72,4,WELCOME20,Ottawa-Gatineau,20,Ontario/Quebec,1488307,332,501.5
TXN00469,2024-05-17,CUST0083,Smartphone Case,25.58,3,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,227,69.07
TXN00470,2024-10-16,CUST0125,USB-C Hub,57.64,1,,Montreal,0,Quebec,4291732,75,57.64
TXN00471,2024-01-09,CUST0032,Smartphone Case,26.06,2,SAVE5,Winnipeg,5,Manitoba,834678,356,49.51
TXN00472,2024-08-07,CUST0052,Wireless Mouse,32.96,2,SAVE15,Calgary,15,Alberta,1481806,145,56.03
TXN00473,2024-05-20,CUST0024,USB-C Hub,56.19,3,,Edmonton,0,Alberta,1418118,224,168.57
TXN00474,2024-01-27,CUST0102,USB-C Hub,55.87,2,SAVE5,Montreal,5,Quebec,4291732,338,106.15
TXN00475,2024-01-01,CUST0055,Mechanical Keyboard,89.57,2,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,364,161.23
TXN00476,2024-12-14,CUST0114,Fitness Tracker,76.43,3,WELCOME20,Montreal,20,Quebec,4291732,16,183.43
TXN00477,2024-12-21,CUST0034,Portable SSD,118.97,2,SAVE5,Montreal,5,Quebec,4291732,9,226.04
TXN00478,2024-02-22,CUST0081,Mechanical Keyboard,87.61,3,,Quebec City,0,Quebec,839311,312,262.83
TXN00479,2024-11-24,CUST0174,USB-C Hub,50.61,5,SAVE10,Toronto,10,Ontario,6202225,36,227.74
TXN00480,2024-11-28,CUST0043,Desk Lamp,39.47,2,SAVE15,Vancouver,15,British Columbia,2642825,32,67.1
TXN00481,2024-11-11,CUST0176,Portable SSD,118.12,2,,Montreal,0,Quebec,4291732,49,236.24
TXN00482,2024-03-04,CUST0151,USB-C Hub,57.01,3,SAVE5,Edmonton,5,Alberta,1418118,301,162.48
TXN00483,2024-05-06,CUST0071,USB-C Hub,56.08,2,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,238,100.94
TXN00484,2024-11-07,CUST0073,Desk Lamp,42.18,1,WELCOME20,Calgary,20,Alberta,1481806,53,33.74
TXN00485,2024-09-22,CUST0156,Laptop Stand,47.34,4,,Toronto,0,Ontario,6202225,99,189.36
TXN00486,2024-09-10,CUST0099,Laptop Stand,43.59,4,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,111,148.21
TXN00487,2024-09-27,CUST0004,Mechanical Keyboard,98.75,3,,Quebec City,0,Quebec,839311,94,296.25
TXN00488,2024-08-03,CUST0094,Desk Lamp,40.32,2,WELCOME20,Winnipeg,20,Manitoba,834678,149,64.51
TXN00489,2024-01-09,CUST0151,Mechanical Keyboard,82.21,3,,Toronto,0,Ontario,6202225,356,246.63
TXN00490,2024-07-22,CUST0130,Wireless Mouse,28.71,5,WELCOME20,Quebec City,20,Quebec,839311,161,114.84
TXN00491,2024-12-25,CUST0103,Portable SSD,109.52,5,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,5,492.84
TXN00492,2024-05-22,CUST0022,USB-C Hub,52.43,5,,Vancouver,0,British Columbia,2642825,222,262.15
TXN00493,2024-06-16,CUST0101,Fitness Tracker,86.22,1,,Quebec City,0,Quebec,839311,197,86.22
TXN00494,2024-01-30,CUST0063,Laptop Stand,43.34,4,,Winnipeg,0,Manitoba,834678,335,173.36
TXN00495,2024-11-07,CUST0015,Desk Lamp,38.43,2,,Toronto,0,Ontario,6202225,53,76.86
TXN00496,2024-12-25,CUST0003,USB-C Hub,50.84,3,SAVE10,Hamilton,10,Ontario,785184,5,137.27
TXN00497,2024-03-26,CUST0096,Webcam,66.63,3,SAVE15,Montreal,15,Quebec,4291732,279,169.91
TXN00498,2024-06-20,CUST0110,Wireless Mouse,28.62,1,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,193,28.62
TXN00499,2024-09-11,CUST0117,Mechanical Keyboard,90.18,1,SAVE5,Kitchener-Cambridge-Waterloo,5,Ontario,575847,110,85.67
TXN00500,2024-07-07,CUST0041,USB-C Hub,51.83,1,SAVE10,Montreal,10,Quebec,4291732,176,46.65
